cpu,mb,gpu,ram,psu,storage,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
Intel Core i5-13600T,MAINBOARD (1700) ASROCK H610M-HDV/M.2+ DDR5,Quadro P2000,RAM DDR5(6400) 64GB (32GBX2) KINGSTON FURY BEAST RGB (KF564C32BBEAK2-64) x2,POWER SUPPLY (80+ BRONZE) 600W ITSONAS AURORA ARGB,1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280,88595.6,28107,6989,0.3991348295357204,0.20436995740849756,0.34070536789755357,General Admin
AMD Ryzen 7 5800X,MAINBOARD (AM4) MSI A520M-A PRO DDR4,Intel Arc,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x1,POWER SUPPLY (80+ BRONZE) 650W DTECH PW023A,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,24894.08,27703,5491,0.3933670264405231,0.15249835520620522,0.32110642507022774,General Admin
Intel Core i7-13700KF,MAINBOARD (1700) MSI B760M GAMING WIFI DDR5,T600,RAM DDR5(4800) 16GB APACER (FL.16G2A.PTH) x2,POWER SUPPLY (80+ BRONZE) 600W ITSONAS AURORA ARGB,2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280,43406.592000000004,45649,6369,0.6495774084860945,0.1829010699816476,0.5095745069347604,Smart Office
AMD Ryzen 7 4700G,MAINBOARD (AM4) GIGABYTE B450M DS3H V3 DDR4 (REV. 1.5),Radeon Pro WX 4100,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (FULL) 450W DTECH PW006,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280,38516.9344,20114,3683,0.28502084404088857,0.08989230929048792,0.22648228361576836,General Admin
Intel Core i7-12700T,MAINBOARD (1700) ASUS PRIME B760M-A DDR5,GeForce RTX 4060,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES WHITE x2,POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W WHITE,500 GB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS500G4B0E) NVMe M.2 2280,52084.68,21235,19529,0.3010250699560276,0.6385955192354307,0.4022962047398485,Smart Office
AMD Ryzen 7 5800XT,MAINBOARD (AM4) GIGABYTE B550M GAMING X WIFI6 DDR4 (REV. 1.0),Radeon RX 6600 XT,RAM DDR4(2666) 16GB HIKSEMI (HSC416U26Z1) x1,POWER SUPPLY (80+BRONZE) 750W ASUS PRIME (90YE00Y0-B0DA00),512 GB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,26525.28,27996,16451,0.3975501113585746,0.5320128813324562,0.43788894235073905,Smart Office
Intel Xeon E3-1535M v5 @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 6900 XT,RAM DDR4(3200) 16GB HYNIX 8 CHIP x2,POWER SUPPLY (80+ SILVER) 500W ITSONAS DARK FOREST 1U FLEX (DF-FX500) SFX,2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280,53247.759999999995,7493,26695,0.10483410427731141,0.8867343052044739,0.33940416455546013,General Admin
Intel Core i7-11850HE @ 2.60GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon RX 570X,RAM DDR4(2666) 16GB BLACKBERRY x1,POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT (PS-TPT-1000FNFAGE-3),500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),27562.8,20111,1923,0.28497801381988463,0.028948370788462206,0.2081691209104579,General Admin
AMD Athlon X3 435,MAINBOARD (AM4) GIGABYTE B550M GAMING X WIFI6 DDR4 (REV. 1.0),Radeon R7 450,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x1,POWER SUPPLY (80+ BRONZE) 850W THERMALTAKE SMART BX3 (ATX 3.1),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280,32401.6488,1781,1881,0.023285363485808917,0.027494026801482045,0.024547962480510853,General Admin
Intel Core i5-9400T @ 1.80GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Tesla M6,RAM DDR4(3200) 8GB KINGSTON VALUE (KVR32N22S8/8) x2,POWER SUPPLY (80+ WHITE) 750W THERMALTAKE TR2 S (PS-TRS-0750NNSAWE-H),1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280,24298.84,8148,6224,0.11418536919650504,0.1778801205027875,0.13329379458838977,General Admin
Intel Xeon E3-1245 v6 @ 3.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 6900 XT,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY ASGARD (B16G32DASX2) x2,POWER SUPPLY (80+ GOLD) 850W GIGABYTE UD850GM PG5 ICE,500 GB SSD M.2 PCIe 4.0 LEXAR NM710 NVMe M.2 2280,39994.8776,8691,26695,0.12193763919821826,0.8867343052044739,0.35137663900009497,General Admin
Intel Core i7-8700T @ 2.40GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),GeForce RTX 2080 Ti,RAM DDR4(3200) 16GB BLACKBERRY 16 CHIP (BBR16G32D16C) x2,POWER SUPPLY (80+ BRONZE) 650W SILVERSTONE ATTIS 650R (SST-AT650R-BF-WBW),500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,33907.9632,10226,21483,0.14385243561190109,0.7062571418677933,0.31257384748866873,General Admin
Intel Core i5-8500B @ 3.00GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Radeon R9 360,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x1,POWER SUPPLY (80+ WHITE) 600W MONTECH AP600,500 GB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS500G4B0E) NVMe M.2 2280,19330.04,8870,3031,0.12449317571812002,0.06731535025451021,0.10733982807903708,General Admin
Intel Core i5-10400 @ 2.90GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce GTX 980 Ti,RAM DDR4(2666) 8GB APACER 8 CHIP (EL.08G2V.GNH) x2,POWER SUPPLY (80+ WHITE) 750W MONTECH AP750,128 GB SSD M.2 PCIe 3.0 HIKSEMI CITY SSD E1000 NVMe M.2 2280,17705.2088,11986,13665,0.16897949860087944,0.4355413968627723,0.2489480680794473,General Admin
Intel Core i5-11400T @ 1.30GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce GTX 1660,RAM DDR4(2133) 8GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ WHITE) 650W SILVERSTONE STRIDER 650W (SST-ST650-EFA),256 GB SSD M.2 PCIe 3.0 LEXAR NM620 (LNM620X256G-RNNNG) NVMe M.2 2280,19363.84,13072,11621,0.18448403860430584,0.3647633228297379,0.23856782387193542,General Admin
Intel Xeon E3-1585 v5 @ 3.50GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),RTX A2000,RAM DDR4(3200) 32GB (16GBX2) HIKSEMI ARMOR BLACK (HSC432U32D3)Recommend x2,POWER SUPPLY (CYBENETICS PLATINUM) 1000W CORSAIR RM1000E (CP-9020297-NA),500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,58332.72,8408,13432,0.11789732168351322,0.42747325045881096,0.21077010031610255,General Admin
Intel Xeon E-2456,MAINBOARD (1700) ASUS PRIME H610M-F DDR4 R2.0,GeForce RTX 5050,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x2,POWER SUPPLY (80+ SILVER) 600W ITSONAS DARK FOREST 1U FLEX (DF-FX600) SFX,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280,46800.0,20705,17381,0.2934583975786648,0.5642162124727311,0.3746857420468847,General Admin
Intel Core i7-12700TE,MAINBOARD (1700) ASROCK H610M-HDV/M.2+ DDR5,GeForce RTX 3050 8GB,RAM DDR5(5200) 16GB BLACKBERRY MAXIMUS GRAY x1,POWER SUPPLY (80+ SILVER) 500W ITSONAS DARK FOREST 1U FLEX (DF-FX500) SFX,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280,33515.28,19946,12509,0.2826223516646679,0.3955123099830327,0.31648933916017735,General Admin
Intel Core i5-14500,MAINBOARD (1700) GIGABYTE B760M D3HP WIFI6 DDR5 (rev. 1.0),Radeon RX 7800 XT,RAM DDR5(6400) 64GB (32GBX2) KINGSTON FURY BEAST RGB (KF564C32BBEAK2-64) x2,POWER SUPPLY (80+ WHITE) 600W COOLER MASTER ELITE NEX MWE 230V (MPW-6001-ACBW),500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),97142.48879999999,31024,24324,0.4407800810918851,0.8046331244156655,0.5499359940890192,Smart Office
Intel Core i7-11700K @ 3.60GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro WX 4150,RAM DDR4(3200) 16GB ACER UD100 BLACK (ZC.A01ST.0GC) x2,POWER SUPPLY (80+ GOLD) 850W ASUS ROG STRIX AURA GAMIN G850G,500 GB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS500G4B0E) NVMe M.2 2280,48493.96,24344,2579,0.34541145565644454,0.051663838775580874,0.2572871705921854,General Admin
AMD Ryzen 9 7950X3D,MAINBOARD (AM5) GIGABYTE B850 AORUS STEALTH DDR5 (rev. 1.0),T600,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE BLACK (CMK32GX5M2B5600C40) x2,POWER SUPPLY (80+ GOLD) 850W THERMALTAKE TOUGHPOWER GT,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280,65766.0904,62317,6369,0.8875421163839872,0.1829010699816476,0.6761498024632853,Dev & Data Pro
Intel Core i3-6102E @ 1.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 5050,RAM DDR4(3200) 16GB KINGSTON FURY BEAST (KF432C16BB1/16WP) x1,POWER SUPPLY (80+ BRONZE) 750W AEROCOOL LUX,500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,25472.0,2349,17381,0.031394551995888295,0.5642162124727311,0.19124105013894116,General Admin
Intel Core i5-7442EQ @ 2.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce GTX 1650 SUPER,RAM DDR4(3200) 16GB (8GBX2) ADATA D35G XPG RGB BLACK (AX4U32008G16A-DTBKD35G) x1,POWER SUPPLY (FULL) 600W AEROCOOL SUPERB,512 GB SSD M.2 PCIe 3.0 KLEVV CRAS C715 (K512GM2SP0-C7T) NVMe M.2 2280,19800.0,4834,10186,0.06687225172748557,0.3150732366079158,0.14133254719161464,General Admin
Intel Core i5-12600HE,MAINBOARD (1700) GIGABYTE B760M E DDR5 (REV. 1.0),Radeon RX 470/570,RAM DDR5(4800) 16GB ADATA (AD5U480016G-B) x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S (PS-TRS-0550NNSAWE-H),512 GB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,42812.8,22827,7925,0.32375364056878536,0.23678105197548394,0.2976618639907949,General Admin
AMD Ryzen 9 5950X,MAINBOARD (AM4) GIGABYTE B550M GAMING X WIFI6 DDR4 (REV. 1.0),GeForce RTX 3070,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2,POWER SUPPLY (80+ SILVER) 650W GIGABYTE P-650SS ICE (GP-650SS ICE),500 GB SSD M.2 PCIe 3.0 WD GREEN SN350 (WDS500G2G0C) NVMe M.2 2280,38416.16,45325,22138,0.6449517446176689,0.7289379826171267,0.6701476160175062,Dev & Data Pro
AMD Ryzen 5 7500X3D,MAINBOARD (AM5) ASUS PRIME B850M-K,Intel Arc,RAM DDR5(4800) 16GB BLACKBERRY x2,POWER SUPPLY (CYBENETICS PLATINUM) 1000W CORSAIR RM1000E (CP-9020297-NA),1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280,43286.8888,25192,5491,0.357518131460225,0.15249835520620522,0.296012198584019,General Admin
AMD Athlon XP 2600+,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,Radeon R9 360,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST (KF432C16BBK2/16WP) x1,POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BN,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280,17831.6936,242,3031,0.0013134601107875048,0.06731535025451021,0.021114027153904317,General Admin
Intel Core i7-6950X @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Intel Arc,RAM DDR4(3200) 16GB ADATA 16 CHIP (AD4U320016G22-SGN) x1,POWER SUPPLY (80+ SILVER) 550W GIGABYTE P-550SS ICE (GP-550SS),1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280,24199.8816,17586,5491,0.24892924447490147,0.15249835520620522,0.21999997769429258,General Admin
Intel Core i7-6700K @ 4.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),T600,RAM DDR4(3200) 8GB HIKSEMI ARMOR BLACK (HSC408U32D2)Recommend x2,POWER SUPPLY (80+ BRONZE) 600W ITSONAS AURORA ARGB,512 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,21514.5496,8938,6369,0.125463994060876,0.1829010699816476,0.14269511683710745,General Admin
Intel Xeon E3-1230 v6 @ 3.50GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce GTX 1060 3GB,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x1,POWER SUPPLY (80+ BRONZE) 500W ITSONAS AURORA ARGB,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280,27972.444,8094,9829,0.11341442521843412,0.3027113127185845,0.1702034914684792,General Admin
Intel Core i7-6920HQ @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Tesla P4,RAM DDR4(2666) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (80+ PLATINUM) 1500W NZXT BLACK (PA-5P1BB-US),1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280,47056.16,7269,9158,0.10163611444235052,0.2794764361646872,0.15498821095905152,General Admin
AMD Athlon 4,MAINBOARD (AM4) ASROCK B450M HDV DDR4 R4.0,GeForce RTX 3080,RAM DDR4(2666) 16GB APACER (EL.16G2V.GNH) x2,POWER SUPPLY (80+ PLATINUM) 750W ASUS ROG-LOKI-750P,256 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (HS-SSD-WAVE(P) 256G) NVMe M.2 2280,33819.288799999995,182,25040,0.0004568556907086972,0.8294262266698986,0.24914766698446567,General Admin
Intel Core i5-11400 @ 2.60GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon Pro W5500,RAM DDR4(3200) 16GB ADATA D35G XPG WHITE (AX4U320016G16A-SWHD35) x2,POWER SUPPLY (80+ PLATINUM) 1300W DEEPCOOL PX1300P,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280,45279.206399999995,16661,8940,0.23572325966535318,0.27192769832750446,0.24658459126399856,General Admin
Intel Core i5-13500E,MAINBOARD (1700) ASROCK B760M PRO RS DDR5,GeForce RTX 5060,RAM DDR5(5200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E WHITE (CP-9020293-NA),1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280,43173.2,25718,20809,0.3650276968762492,0.6829183836005402,0.46039490289353646,Smart Office
Intel Xeon E3-1225 v5 @ 3.30GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7900 GRE,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16WP) x2,POWER SUPPLY (FULL) 650W ANTEC ATOM V650,128 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (P) NVMe M.2 2280,39226.0,5957,27291,0.08290503112329392,0.9073721389244781,0.3302451634636491,General Admin
Intel Core i3-9100HL @ 1.60GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Tesla M40,RAM DDR4(2666) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,512 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,47222.0,3454,10219,0.047170350065673,0.3162159354548288,0.12788402568241974,General Admin
Intel Core i9-14900K,MAINBOARD (1700) ASROCK H610M-H2/M.2 DDR5,Radeon R7 360,RAM DDR5(5200) 32GB (16GBX2) APACER NOX (AH5U32G52C502MBAA-2) x2,POWER SUPPLY (80+ WHITE) 700W SILVERSTONE (ST70F-ES230),2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280,53364.9688,58445,3126,0.8322625778082348,0.07060493784410818,0.6037652858189968,Smart Office
AMD Athlon 240GE,MAINBOARD (AM4) ASROCK B450M PRO4 DDR4 R2.0,Radeon Pro 455,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (FULL) 550W TSUNAMI EXTREMEX EX550,512 GB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,30473.1624,4566,3112,0.06304608531780023,0.0701201565151148,0.06516830667699461,General Admin
Intel Core i7-7700T @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7600,RAM DDR4(3200) 32GB ADATA 16 CHIP (AD4U320032G22-SGN) x1,POWER SUPPLY (80+ BRONZE) 550W ITSONAS FROZEN,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),25525.68,7523,16544,0.1052624064873508,0.5352332144464836,0.23425364887509065,General Admin
Intel Core i7-13700F,MAINBOARD (1700) GIGABYTE H610M H V3 DDR4 (REV. 1.0),GeForce GTX 1650,RAM DDR4(3200) 16GB KINGSTON FURY BEAST RGB (KF432C16BB12A/16WP) x1,POWER SUPPLY (80+ GOLD) 1000w. ASUS TUF GAMING 1000G WHITE,512 GB SSD M.2 PCIe 3.0 KLEVV CRAS C715 (K512GM2SP0-C7T) NVMe M.2 2280,30227.1696,38017,7873,0.5406173262520702,0.23498043561065135,0.44892625905964445,Smart Office
Intel Core i5-12490F,MAINBOARD (1700) GIGABYTE B760M D3HP DDR5 (REV. 1.0),Radeon RX 9060 XT 16GB,RAM DDR5(6400) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR64C55-32G2W2) x2,POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,250 GB SSD M.2 PCIe 4.0 GIGABYTE (G440E250G) NVMe M.2 2280,61599.804000000004,20376,20069,0.28876135000856606,0.6572942276394612,0.3993212132978346,General Admin
Intel Core i5-10600 @ 3.30GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 3060 Ti,RAM DDR4(2666) 16GB BLACKBERRY x2,POWER SUPPLY (FULL) 550W TSUNAMI EXTREMEX EX550,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280,32170.2224,13561,20287,0.19146536462794814,0.664842965476644,0.3334786448825569,General Admin
AMD Ryzen 7 4700G,MAINBOARD (AM4) GIGABYTE B450M DS3H V3 DDR4 (REV. 1.5),GeForce RTX 5060 Ti 8GB,RAM DDR4(3600) 16GB (8GBX2) KINGSTON FURY BEAST (KF436C17BBK2/16) x2,POWER SUPPLY (80+ SILVER) 650W GIGABYTE P650SS (GP-650SS),2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280,39626.9344,20114,22493,0.28502084404088857,0.7412306520308876,0.42188378643788826,Smart Office
Intel Core i5-8500 @ 3.00GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Tesla M40,RAM DDR4(2666) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (80+ BRONZE) 550W ITSONAS DARK FOREST SFX,500 GB SSD M.2 PCIe 4.0 LEXAR NM710 NVMe M.2 2280,36012.5856,9513,10219,0.1336731197532979,0.3162159354548288,0.18843596446375716,General Admin
Intel Core i7-11700 @ 2.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce GTX 960,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x1,POWER SUPPLY (FULL) 650W NUBWO NPS-650 BLACK,128 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (P) NVMe M.2 2280,20693.192,20642,6135,0.2925589629375821,0.174798296339901,0.25723076295827774,General Admin
Intel Core i7-8665UE @ 1.70GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),RTX A1000,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2,POWER SUPPLY 450W DTECH PW030,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280,46218.08,4852,10781,0.06712923305350921,0.3356764430901347,0.14769339606449686,General Admin
Intel Core i7-8700T @ 2.40GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),GeForce RTX 2080 Ti,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ GOLD) 850W THERMALTAKE TOUGHPOWER GT,2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280,39727.9632,10226,21483,0.14385243561190109,0.7062571418677933,0.31257384748866873,General Admin
Intel Core i9-9960X @ 3.10GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Radeon RX 6800 XT,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2,POWER SUPPLY (80+ GOLD) 850W NZXT WHITE (PA-8G2BW-US),500 GB SSD M.2 PCIe 3.0 WD GREEN SN350 (WDS500G2G0C) NVMe M.2 2280,34905.8672,29634,25018,0.4209354120267261,0.8286644274386233,0.5432541166502952,Smart Office
Intel Core i5-6400T @ 2.20GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro 455,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES WHITE x2,POWER SUPPLY (CYBENETICS PLATINUM) 1000W CORSAIR RM1000E (CP-9020297-NA),500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,36208.8888,4252,3112,0.058563188852721146,0.0701201565151148,0.06203027915143924,General Admin
Intel Core i5-12400,MAINBOARD (1700) MSI PRO B760M-E DDR5,GeForce RTX 2080 SUPER,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B5600C40K) x1,POWER SUPPLY (80+ WHITE) 600W MONTECH AP600,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),35845.04,18786,19460,0.26606133287647765,0.636206239828249,0.37710480496200904,General Admin
Intel Core i7-9700T @ 2.00GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Intel Arc A310,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS GRAY x1,POWER SUPPLY (FULL) 600W VIKINGS VOYAGE VK600W,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280,29012.8096,10551,5451,0.14849237622066128,0.15111326569479555,0.14927864306290156,General Admin
Intel Core i3-12300T,MAINBOARD (1700) GIGABYTE B760M D3HP DDR5 (REV. 1.0),GeForce RTX 4060,RAM DDR5(4800) 16GB ADATA (AD5U480016G-B) x1,POWER SUPPLY (80+ BRONZE) 750W GIGABYTE P750BS,250 GB SSD M.2 PCIe 4.0 GIGABYTE (G440E250G) NVMe M.2 2280,28385.84,13058,19529,0.1842841642396208,0.6385955192354307,0.32057757073836374,General Admin
Intel Xeon E-2456,MAINBOARD (1700) MSI PRO H610M-E DDR5,GeForce RTX 3070,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5227BAA-2) x2,POWER SUPPLY (80+ WHITE) 600W AEROCOOL UNITED,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280,53335.0,20705,22138,0.2934583975786648,0.7289379826171267,0.4241022730902034,Smart Office
Intel Core i3-8100T @ 3.10GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce RTX 5060 Ti 8GB,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES BLACK x1,POWER SUPPLY (80+ BRONZE) 650W DTECH PW023A,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,26106.08,5266,22493,0.073039803552053,0.7412306520308876,0.27349705809570335,General Admin
AMD Athlon 220GE,MAINBOARD (AM4) ASROCK A520M-HVS DDR4,Radeon RX 7700 XT,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES WHITE x2,POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST WHITE SFX,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280,36989.752,4444,22639,0.061304322996973325,0.7462862287475329,0.2667988947221412,General Admin
Intel Core i9-10920X @ 3.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 590,RAM DDR4(3200) 16GB KINGSTON FURY BEAST (KF432C16BB1/16WP) x1,POWER SUPPLY (80+ GOLD) 850W GIGABYTE UD850GM PG5 ICE,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),25534.2104,25818,9306,0.3664553709097139,0.284601267356903,0.3418991398438706,General Admin
Intel Core i9-14900,MAINBOARD (1700) ASROCK B760 PRO RS DDR5,Tesla M40,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5027BAA-2) x2,POWER SUPPLY (80+ BRONZE) 750W ASUS TUF GAMING 750B,512 GB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,71609.8664,45166,10219,0.64268174290446,0.3162159354548288,0.5447420006695706,Smart Office
