cpu,mb,gpu,ram,psu,storage,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
Intel Core i7-12700F,MAINBOARD (1700) GIGABYTE H610M K DDR4 (REV. 2.0),Quadro P1000,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BN,1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280 (1 TB),38388.8888,30310,4498,0.38961158213706343,0.07614676436642778,0.21720593236321384,Entry Creator
Intel Core i9-12900,MAINBOARD (1700) ASROCK H610M-HVS/M.2 R2.0 DDR4,Radeon Pro 555,RAM DDR4(3200) 16GB BLACKBERRY 16 CHIP (BBR16G32D16C) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 650W EINAREX AXIS MASTER L1 WHITE (EXPS-AMH1-650-WH),1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),65615.9464,33659,3140,0.4408649872976034,0.03969723810290684,0.22022272524052028,Entry Creator
Intel Core i7-6770HQ @ 2.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 3080 Ti,RAM DDR4(3200) 16GB HYNIX 8 CHIP x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS PLATINUM) 650W CORSAIR RM650E (CP-9020302-NA),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),53123.28,7019,26795,0.03316396804505524,0.6746114824059908,0.3859601009435698,Entry Creator
Intel Core i7-8700 @ 3.20GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Radeon RX 7900 GRE,RAM DDR4(3200) 16GB ADATA 16 CHIP (AD4U320016G22-SGN) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W MSI MAG A1000GL PCIE5,1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280 (1 TB),44377.6104,12746,27291,0.12081050472896453,0.6879244168881015,0.43272315641648984,Entry Creator
Intel Core i7-10700F @ 2.90GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon RX 7900 GRE,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16WP) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),51804.4,16099,27291,0.17212512625876158,0.6879244168881015,0.45581473610489853,Entry Creator
Intel Core i9-12900F,MAINBOARD (1700) MSI PRO H610M-S DDR4,GeForce RTX 3080,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS GRAY x2 (Total: 32.0GB),POWER SUPPLY (80+ WHITE) 750W THERMALTAKE TR2 S (PS-TRS-0750NNSAWE-H),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),42934.0888,35816,25040,0.4738759144195157,0.6275062404380384,0.5583725937297033,Pro Creator
Intel Core i9-13900K,MAINBOARD (1700) ASROCK B760M PRO RS WIFI DDR5,Quadro M2200,RAM DDR5(4800) 16GB APACER (FL.16G2A.PTH) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1350W THERMALTAKE TOUGHPOWER GF3,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280 (1 TB),54004.4888,58283,4288,0.8177129564445532,0.07051023968650186,0.406751462227625,Entry Creator
Intel Xeon E3-1275 v5 @ 3.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro WX 7100,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2 (Total: 64.0GB),POWER SUPPLY (80+ PLATINUM) 1000W GIGABYTE AORUS P1000W (GP-AE1000PM PG5),1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),78528.5248,8305,7715,0.052845030761225556,0.16249295434415006,0.11315138873183404,Entry Creator
Intel Core i7-11700T @ 1.40GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Quadro P600,RAM DDR4(3200) 16GB APACER PANTHER GOLDEN (AH4U16G32C28Y7GAA-1) x2 (Total: 32.0GB),POWER SUPPLY (FULL) 650W ANTEC ATOM V650,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280 (1 TB),30631.760000000002,15308,3326,0.16001958923816229,0.04468958853369836,0.09658808885070713,Entry Creator
Intel Core i7-7700 @ 3.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 4070,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY 650W OKER EB-650,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280 (1 TB),36319.9784,8642,26914,0.05800250987113954,0.6778055130579488,0.3988941616238847,Entry Creator
Intel Xeon E-2456,MAINBOARD (1700) MSI PRO H610M-S DDR4,GeForce RTX 4070 Ti,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32WP) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W WHITE,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),65660.0,20705,31568,0.24261577545835755,0.8027216362025927,0.550673998867687,Pro Creator
Intel Xeon E3-1558L v5 @ 1.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro M2200,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS GRAY x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1250W SEGOTEP GM1250W,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),41623.520000000004,7634,4288,0.04257598481834042,0.07051023968650186,0.05793982499582921,Entry Creator
Intel Core i7-9700K @ 3.60GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce RTX 4080 SUPER,RAM DDR4(3200) 16GB CORSAIR VENGEANCE LPX BLACK (CMK16GX4M1E3200C16) x2 (Total: 32.0GB),POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5 ICE),1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),66691.68,14402,34251,0.14615408160142018,0.8747349491370748,0.5468735587460303,Pro Creator
Intel Core i7-10700K @ 3.80GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro WX 3200,RAM DDR4(3200) 16GB ADATA D35G XPG BLACK (AX4U320016G16A-SBKD35) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W ANTEC GSK V2,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),35086.2616,18541,2222,0.20949771969024517,0.015057573073516385,0.10255563905104434,Entry Creator
AMD Ryzen 7 5800XT,MAINBOARD (AM4) GIGABYTE B450M DS3H V3 DDR4 (REV. 1.5),Radeon Pro W5700,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST (KF432C16BBK2/16WP) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E WHITE (CP-9020293-NA),1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),47980.28,27996,14182,0.3541979125218083,0.3360710738921545,0.3442281512754988,Entry Creator
AMD Ryzen 7 5700G,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,GeForce RTX 4070 SUPER,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),46567.880000000005,24317,29966,0.2978941568975544,0.7597230050728722,0.5519000233939793,Pro Creator
Intel Core i7-11700 @ 2.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Quadro M5000,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32) x2 (Total: 64.0GB),POWER SUPPLY (80+ PLATINUM) 850W SEGOTEP PM 850W,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),57213.191999999995,20642,9396,0.2416516176425576,0.20761199237727138,0.22292982374665019,Entry Creator
AMD Ryzen 9 9950X3D,MAINBOARD (AM5) GIGABYTE B850 AORUS ELITE WIFI7 ICE DDR5 (REV. 1.1),Quadro P600,RAM DDR5(5200) 32GB (16GBX2) APACER NOX (AH5U32G52C502MBAA-2) x2 (Total: 64.0GB),POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280 (1 TB),67034.3608,70194,3326,0.9999999999999999,0.04468958853369836,0.47457927369353403,Entry Creator
Intel Core i9-10900X @ 3.70GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon PRO W6800,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES BLACK x2 (Total: 64.0GB),POWER SUPPLY (80+ WHITE) 750W MONTECH AP750,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280 (1 TB),98596.7424,22368,20158,0.26806648097701324,0.49647046192661776,0.3936886704992958,Entry Creator
Intel Xeon E3-1230 v5 @ 3.40GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro P4000,RAM DDR4(2666) 16GB BLACKBERRY x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1350W THERMALTAKE TOUGHPOWER GF3,1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280 (1 TB),41740.444,7927,11445,0.04706008386642588,0.26260836889712,0.1656116406333077,Entry Creator
Intel Xeon E3-1285 v6 @ 4.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro RTX 6000,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 850W THERMALTAKE SMART BX3 (ATX 3.1),2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),271517.244,9552,17826,0.07192923387713875,0.4338781973857262,0.27100116380686184,Entry Creator
Intel Core i9-7920X @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro Duo,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16) x2 (Total: 32.0GB),POWER SUPPLY (80+ SILVER) 650W GIGABYTE P-650SS ICE (GP-650SS ICE),1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280 (1 TB),169642.2824,23483,8298,0.28513054390744086,0.178141020479373,0.22628630602200356,Entry Creator
Intel Core i9-10850K @ 3.60GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro WX 5100,RAM DDR4(3200) 32GB ADATA 16 CHIP (AD4U320032G22-SGN) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 750W ANTEC GSK V2,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280 (1 TB),44090.084,21920,5466,0.26121024762021366,0.10212845908151488,0.17371526392392933,Entry Creator
AMD Ryzen 7 9850X3D,MAINBOARD (AM5) GIGABYTE B850 AORUS STEALTH ICE DDR5 (rev. 1.0),Radeon RX 7900 GRE,RAM DDR5(5200) 32GB KINGSTON FURY BEAST (KF552C40BB-32) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W SEGOTEP GM850W,1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280 (1 TB),77698.88,41835,27291,0.5659912460591963,0.6879244168881015,0.6330544900150941,Pro Creator
Intel Xeon E3-1270 v6 @ 3.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro W5700,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY (80+GOLD) 850W ASUS PRIME 850G,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),49338.444,8959,14182,0.06285390713476784,0.3360710738921545,0.21312334885133052,Entry Creator
Intel Xeon E3-1535M v5 @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro RTX 4000,RAM DDR4(3200) 32GB (16GBX2) APACER PANTHER GOLDEN (AH4U32G32C28Y7GAA-2) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W THERMALTAKE TOUGHPOWER GT,2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280 (2 TB),74617.76,7493,14892,0.04041810780202626,0.3551278954290469,0.21350849099688762,Entry Creator
AMD Ryzen 7 7700,MAINBOARD (AM5) GIGABYTE B850M AORUS ELITE WIFI6E DDR5 (REV. 1.1),GeForce RTX 4070 SUPER,RAM DDR5(5200) 16GB BLACKBERRY MAXIMUS GRAY x2 (Total: 32.0GB),POWER SUPPLY (FULL) 750W ANTEC ATOM V750,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280 (1 TB),56048.177599999995,34405,29966,0.4522818401640598,0.7597230050728722,0.6213744808639067,Pro Creator
Intel Core i9-13900KF,MAINBOARD (1700) COLORFUL H610M-D EVO V21 DDR4,Radeon Pro WX 5100,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W SILVERSTONE DA850W (SST-DA850R-GMA),1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280 (1 TB),50694.148799999995,57675,5466,0.808408068317468,0.10212845908151488,0.4199542832376938,Entry Creator
Intel Xeon E3-1270 v5 @ 3.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon PRO W6800,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2 (Total: 32.0GB),POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),96343.044,8319,20158,0.053059288053625545,0.49647046192661776,0.2969354336837713,Entry Creator
Intel Core i7-9750HF @ 2.60GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Quadro M2000,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W GIGABYTE P750BS,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),34987.4,10344,4034,0.08405007499005233,0.06369272888316288,0.07285353463126314,Entry Creator
Intel Core i7-6700HQ @ 2.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),RTX A4000,RAM DDR4(3200) 16GB (8GBX2) ADATA D35G XPG RGB BLACK (AX4U32008G16A-DTBKD35G) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 850W ITSONAS FROZEN,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),66613.36,6520,19470,0.02552722598022711,0.47800413345143195,0.2743895250893898,Entry Creator
Intel Core i9-10900E @ 2.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon Pro,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY ASGARD (B16G32DASX2) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W WHITE,1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280 (1 TB),67012.28,19048,2559,0.2172568944935876,0.024102853155111785,0.1110221717574259,Entry Creator
Intel Core i7-7700HQ @ 2.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),RTX PRO 4500 Blackwell,RAM DDR4(3200) 16GB (8GBX2) KINGBANK KJXS (KBK-KJXS16G32) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W ASUS ROG STRIX AURA GAMIN G850G,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),121153.36,6884,32430,0.031097915582626784,0.8258582279840029,0.46821608740338366,Entry Creator
Intel Core i7-13700KF,MAINBOARD (1700) MSI PRO B760M-E DDR5,Radeon Pro WX 4150,RAM DDR5(4800) 16GB BLACKBERRY x2 (Total: 32.0GB),POWER SUPPLY (80+ PLATINUM) 750W ASUS ROG-LOKI-750P,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),57896.592000000004,45649,2579,0.6243610541458786,0.024639665029390447,0.29451429013181013,Entry Creator
Intel Core i9-12900TE,MAINBOARD (1700) GIGABYTE B760M D3HP WIFI6 DDR5 (rev. 1.0),Radeon Pro WX 4150,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE WHITE (CMK32GX5M2B5600C40W) x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 750W SEGOTEP BN750W ID PCIE 5.1 ATX3.1,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),73134.28,24017,2579,0.29330292920326895,0.024639665029390447,0.14553813390763576,Entry Creator
Intel Core i7-13700,MAINBOARD (1700) ASUS TUF GAMING B760M-PLUS WIFI II (DDR5),Quadro P2000,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES BLACK x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000W NZXT CORE (PA-0G3BB-US),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),63283.2512,36193,6989,0.4796455572220012,0.14300668330783475,0.2944941765692097,Entry Creator
Intel Core i9-13900,MAINBOARD (1700) LONGWELL H610M-4 DDR4,Quadro P6000,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES BLACK x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 750W ASUS TUF GAMING 750B,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),153239.6888,45006,15555,0.6145205227877935,0.37292320906138443,0.48164200023826853,Entry Creator
Intel Xeon E-2478,MAINBOARD (1700) ASROCK H610M-HVS/M.2 R2.0 DDR4,Quadro P1000,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280 (1 TB),50142.72,27817,4498,0.3514584799975513,0.07614676436642778,0.20003703640043338,Entry Creator
AMD Ryzen 7 3800X,MAINBOARD (AM4) GIGABYTE A520M H ARGB DDR4 (rev. 1.0),Radeon Pro WX 3200,RAM DDR4(3200) 16GB ADATA D35G XPG BLACK (AX4U320016G16A-SBKD35) x2 (Total: 32.0GB),POWER SUPPLY (FULL) 750W ANTEC ATOM V750,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),31215.3688,22990,2222,0.2775856263964984,0.015057573073516385,0.1331951970688583,Entry Creator
Intel Core i9-10900K @ 3.70GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Quadro P600,RAM DDR4(2666) 16GB HIKSEMI (HSC416U26Z1) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS PLATINUM) 1000W CORSAIR RM1000E WHITE (CP-9020294-NA),1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),47538.3344,22325,3326,0.267408405007499,0.04468958853369836,0.14491305594690865,Entry Creator
Intel Core i9-13900,MAINBOARD (1700) GIGABYTE B760M D3HP DDR4 (REV. 1.0),GeForce RTX 4080 SUPER,RAM DDR4(3600) 16GB (8GBX2) KINGSTON FURY BEAST (KF436C17BBK2/16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W MSI MAG A1000GL PCIE5,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),76064.6888,45006,34251,0.6145205227877935,0.8747349491370748,0.7576384572798982,Pro Creator
AMD Ryzen 7 PRO 4750G,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,Radeon Pro W5500,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W DTECH PW071A,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),40558.548,20197,8940,0.23484129656270086,0.19537268164371793,0.21313355835726028,Entry Creator
Intel Core i7-6700 @ 3.40GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro Duo,RAM DDR4(3200) 16GB HYNIX 8 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 700W ITSONAS AURORA ARGB,2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),159932.5176,8038,8298,0.0487588381133115,0.178141020479373,0.11991903841464534,Entry Creator
Intel Core i9-14900F,MAINBOARD (1700) GIGABYTE H610M K DDR4 (REV. 2.0),RTX A5000,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY (FULL) 700W AEROCOOL SUPERB,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),112325.2824,46707,23015,0.640552783814392,0.5731540381673242,0.6034834737085047,Pro Creator
Intel Core i7-9700TE @ 1.80GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Quadro P3200,RAM DDR4(2666) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),38361.76,9720,8488,0.07450032138593858,0.18324073328502025,0.1343075479304335,Entry Creator
Intel Xeon E3-1535M v6 @ 3.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro P400,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32) x2 (Total: 64.0GB),POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT (PS-TPT-1000FNFAGE-3),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280 (1 TB),51407.759999999995,8109,1661,0.049845428667625716,0.0,0.02243044290043157,Entry Creator
Intel Core i7-14700K,MAINBOARD (1700) ASROCK H610M-HDV/M.2+ DDR5,RTX A4000,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 NEO RGB BLACK (F5-5600J4040D48GX x2 (Total: 192.0GB),POWER SUPPLY (80+ GOLD) 1000W MSI MAG A1000GL PCIE5,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),194430.72879999998,52121,19470,0.72340913960393,0.47800413345143195,0.5884363862200561,Pro Creator
Intel Core i9-13900K,MAINBOARD (1700) MSI PRO B760M-P DDR5,GeForce RTX 3080,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5227BAA-2) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W NZXT WHITE (PA-8G2BW-US),1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),69109.48879999999,58283,25040,0.8177129564445532,0.6275062404380384,0.7130992626409701,Pro Creator
Intel Core i9-12900TE,MAINBOARD (1700) ASUS PRIME H610M-F DDR4 R2.0,GeForce RTX 3090 Ti,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS GOLD) 1000W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-1000-BK),1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),60789.28,24017,29325,0.29330292920326895,0.7425181845022412,0.5403713196177037,Pro Creator
Intel Core i7-8086K @ 4.00GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Radeon Pro WX 8200,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W AEROCOOL LUX RGB,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280 (1 TB),78970.08,14070,12592,0.14107312295307767,0.2933945298870011,0.22484989676673556,Entry Creator
Intel Core i7-10700TE @ 2.00GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon Pro WX 4150,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16WP) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS PLATINUM) 750W CORSAIR RM750E (CP-9020295-NA),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),50649.6,13505,2579,0.1324263107955067,0.024639665029390447,0.07314365562414277,Entry Creator
Intel Core i7-7800X @ 3.50GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro WX 4100,RAM DDR4(3200) 16GB BLACKBERRY 8 CHIP x2 (Total: 32.0GB),POWER SUPPLY (FULL) 700W AEROCOOL SUPERB,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),34292.9416,12987,3683,0.12449879097670717,0.054271680489572434,0.08587388020878307,Entry Creator
